hh,mm,ss,sss,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temperature_c,ppg_red,ppg_ir,ppg_green
0,0,1,290,0.0213623046875,-0.091064453125,0.11639404296875,-81.65740966796875,-8.61358642578125,-60.8978271484375,42.09375,1096,690,193
0,0,1,300,0.00616455078125,-0.03240966796875,0.1431884765625,-95.66497802734375,0.5035400390625,-71.90704345703125,45.09375,1092,688,195
0,0,1,310,0.00616455078125,-0.03240966796875,0.1431884765625,-95.66497802734375,0.5035400390625,-71.90704345703125,45.09375,1088,699,197
0,0,1,320,0.06011962890625,-0.00213623046875,0.1141357421875,-95.27587890625,4.5166015625,-62.53814697265625,45.09375,1103,687,167
0,0,1,330,0.06011962890625,-0.00213623046875,0.1141357421875,-95.27587890625,4.5166015625,-62.53814697265625,45.09375,1084,702,185
0,0,1,340,0.06219482421875,-0.0009765625,0.0982666015625,-99.54071044921875,7.7362060546875,-57.25860595703125,45.09375,1088,682,188
0,0,1,350,0.06219482421875,-0.0009765625,0.0982666015625,-99.54071044921875,7.7362060546875,-57.25860595703125,36.09375,1084,687,199
0,0,1,360,0.02276611328125,0.0030517578125,0.07855224609375,-103.5919189453125,6.0882568359375,-69.4427490234375,36.09375,1091,688,183
0,0,1,370,0.02276611328125,0.0030517578125,0.07855224609375,-103.5919189453125,6.0882568359375,-69.4427490234375,36.09375,1073,685,178
0,0,1,380,0.052978515625,0.0194091796875,0.0499267578125,-100.09765625,0.84686279296875,-75.775146484375,36.09375,1068,677,176
0,0,1,390,0.052978515625,0.0194091796875,0.0343017578125,-100.09765625,0.84686279296875,-75.775146484375,36.09375,1076,671,167
0,0,1,400,0.11962890625,0.036865234375,0.04412841796875,-101.44805908203125,-1.76239013671875,-79.82635498046875,41.09375,1074,682,183
0,0,1,410,0.2008056640625,0.07452392578125,0.029296875,-103.61480712890625,0.3509521484375,-69.6563720703125,41.09375,1076,657,184
0,0,1,420,0.2008056640625,0.07452392578125,0.029296875,-103.61480712890625,0.3509521484375,-69.6563720703125,41.09375,1064,666,182
0,0,1,430,0.20013427734375,0.12921142578125,0.01959228515625,-95.31402587890625,-3.2501220703125,-55.9234619140625,41.09375,1050,665,164
0,0,1,440,0.20013427734375,0.12921142578125,0.01959228515625,-95.31402587890625,-3.2501220703125,-55.9234619140625,41.09375,1060,661,184
0,0,1,450,0.10125732421875,0.17181396484375,0.04705810546875,-96.38214111328125,-6.683349609375,-74.33319091796875,41.09375,1047,651,176
0,0,1,460,0.10125732421875,0.17181396484375,0.04705810546875,-96.38214111328125,-6.683349609375,-74.33319091796875,41.09375,1070,663,169
0,0,1,470,0.04412841796875,0.09967041015625,0.07470703125,-110.076904296875,-0.518798828125,-86.70806884765625,41.09375,1039,657,187
0,0,1,480,0.04412841796875,0.09967041015625,0.07470703125,-110.076904296875,-0.518798828125,-86.70806884765625,41.09375,1043,654,179
0,0,1,490,0.03143310546875,-0.07098388671875,0.054931640625,-106.83441162109375,-3.082275390625,-95.16143798828125,45.09375,1048,645,182
0,0,1,500,0.03143310546875,-0.07098388671875,0.054931640625,-106.83441162109375,-3.082275390625,-95.16143798828125,45.09375,1047,642,178
0,0,1,510,0.0845947265625,-0.10626220703125,0.03533935546875,-105.87310791015625,-1.7547607421875,-86.37237548828125,45.09375,1041,644,181
0,0,1,520,0.0845947265625,-0.10626220703125,0.03533935546875,-105.87310791015625,-1.7547607421875,-86.37237548828125,45.09375,1030,637,167
0,0,1,530,0.13507080078125,-0.10986328125,0.0299072265625,-99.67041015625,-5.47027587890625,-78.22418212890625,39.09375,1040,623,174
0,0,1,540,0.12628173828125,-0.1041259765625,0.05126953125,-99.67041015625,-5.47027587890625,-78.22418212890625,39.09375,1036,636,178
0,0,1,550,0.12628173828125,-0.1041259765625,0.05126953125,-100.10528564453125,-4.4403076171875,-72.9522705078125,39.09375,1027,637,172
0,0,1,560,0.09368896484375,-0.0858154296875,0.077392578125,-99.81536865234375,-3.11279296875,-74.66888427734375,39.09375,1023,630,174
0,0,1,570,0.09368896484375,-0.0858154296875,0.077392578125,-99.81536865234375,-3.11279296875,-74.66888427734375,39.09375,1023,630,168
0,0,1,580,0.09979248046875,-0.05670166015625,0.105224609375,-105.01861572265625,-0.5950927734375,-81.91680908203125,37.09375,1027,626,186
0,0,1,590,0.09979248046875,-0.05670166015625,0.105224609375,-105.01861572265625,-0.5950927734375,-81.91680908203125,37.09375,1016,628,166
0,0,1,600,0.14642333984375,-0.02813720703125,0.100341796875,-106.658935546875,0.23651123046875,-83.8775634765625,37.09375,1017,632,175
0,0,1,610,0.14642333984375,-0.02813720703125,0.100341796875,-106.658935546875,0.23651123046875,-83.8775634765625,37.09375,1018,627,182
0,0,1,620,0.18951416015625,-0.01519775390625,0.0946044921875,-99.0447998046875,-4.57763671875,-76.3092041015625,41.09375,1020,627,176
0,0,1,630,0.18951416015625,-0.01519775390625,0.0946044921875,-99.0447998046875,-4.57763671875,-76.3092041015625,41.09375,1027,616,171
